text,news_link,label,outlet,topic,type,label_opinion,biased_words,uuid,text_length
Chicago Police Superintendent David Brown described the 20-year-old as an armed male who allegedly pointed a gun at officers and “shot at officers first.”,http://feedproxy.google.com/~r/breitbart/~3/EPcOA-9c91Q/,0,Breitbart,gun control,0,Entirely factual,['allegedly'],DEBCif3etuVJPnk3RwafgY,24
"Though the author reserved much of his political bile for Democrats, he also attacked Republicans and espoused some left-wing views, claiming that “our lifestyle is destroying the environment of our country.”",https://www.breitbart.com/crime/2019/08/04/report-el-paso-shooter-claimed-to-be-radicalized-before-trump/,1,Breitbart,white-nationalism,0,No agreement,['attacked'],TH45VTRwgcrcvZcKBXNybS,31
The intersectionality-obsessed media claims Buttigieg doesn't have enough diversity points to run for president.,https://thefederalist.com/2019/05/24/lgtb-people-rage-pete-buttigieg-not-gay-enough/#.XOfepli3z2A.twitter,1,Federalist,gender,0,Somewhat factual but also opinionated,"['intersectionality-obsessed', 'claims']",wuSe7KUpLeNHX2rUCZ5qMV,14
Sen. Tom Cotton (R-AR) says it “makes absolutely no sense” to continue current legal immigration levels when millions of Americans remain jobless due to the Chinese coronavirus crisis.,http://feedproxy.google.com/~r/breitbart/~3/ZmCk3t0K6AA/,1,Breitbart,universal health care,0,Entirely factual,[],hUGbDuisBpARA8TNX4wJLU,28
"This is what Breitbart News has reported, based on publicly available data ignored by the anti-tariff crowd for over a year. ",https://www.breitbart.com/economy/2020/01/17/washington-post-tariffs-did-not-raise-prices/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,international-politics-and-world-news,0,Somewhat factual but also opinionated,"['anti-tariff', 'crowd']",yXWcT7Azax9pGsXzWvbG9Y,21
"Dogging Bloomberg’s campaign are allegations that he made inappropriate comments toward women and that his company, Bloomberg LP, fostered a hostile environment for female employees.",https://www.reuters.com/article/us-usa-election-bloomberg/bloomberg-makes-pitch-to-women-says-he-regrets-bawdy-jokes-idUSKBN1ZE2N3,0,Reuters,gender,2,Entirely factual,[],62fHATRpNoTFgmVuwsAVPp,25
"Even if Trump is “unraveling” as Never Trumpers are wont to claim, his supporters won’t disappear on November 4th. George Will and the leftists many Never Trumpers now ally themselves with must reconcile their perception of the American people with reality.",https://thefederalist.com/2020/06/05/end-trump-presidency-not-a-chance/,1,Federalist,trump-presidency,0,Expresses writer’s opinion,"['leftists', 'Never', 'Trumpers']",RoXKAQG73VaVozYchaodYU,41
Democrats blocked a coronavirus package on Sunday that would provide economic relief to businesses and Americans suffering from the impact of the coronavirus outbreak,https://www.breitbart.com/politics/2020/03/22/democrats-block-senate-coronavirus-package/,1,Breitbart,coronavirus,0,Entirely factual,[],SFBMfEsdi8J7ti7qMqPgsb,24
This argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state is also an extension of the dishonest taunt that conservative Christians only care about babies before they’re born.,https://thefederalist.com/2020/03/11/woman-who-killed-baby-over-maternity-leave-proves-welfare-wont-fix-abortion/?fbclid=IwAR2SBE3O9KtpsqJvMCIeSlk4Zeqn3oexJevVoXUhDpKszW_VHrTEMBiewaw,1,Federalist,abortion,0,Expresses writer’s opinion,"['cradle-to-grave', 'dishonest', 'taunt']",5Jjfi3UD4f4dSvmUEsqjYD,39
"And in return for the value you have created, the employment you have provided and the tax revenue you have generated, all you get is a bunch of chippy socialists and whiny Remoaners accusing you of being selfish, greedy, and unpatriotic.",https://www.breitbart.com/europe/2019/02/17/britains-richest-businessman-does-a-john-galt/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,middle-class,0,Expresses writer’s opinion,"['chippy', 'whiny', 'selfish', 'greedy', 'unpatriotic']",G2bT8LSyBXSFhoYMtR2YTn,41
The New York Times devoted its entire “Sunday Review” section this weekend to an economic manifesto that lays out a radical left-wing vision for redesigning the American economy in the wake of the coronavirus pandemic.,http://feedproxy.google.com/~r/breitbart/~3/R2Ci5G_kNfs/,1,Breitbart,taxes,0,Somewhat factual but also opinionated,['radical'],qMDbU4Mi6fpwc54qFdfcFD,35
"But there’s also an intensifying global climate crisis, which carries life-changing risks for billions of people.",http://www.msnbc.com/rachel-maddow-show/team-trump-keeps-taking-the-climate-conversation-backwards,0,MSNBC,environment,1,Entirely factual,[],4y595AVgL7ELzBRjn9NyhF,16
"If the Massachusetts Democrat’s proposal were to become law, it would almost certainly face a court challenge – thanks to the fact that it’s a tax on wealth, as opposed to a tax on income.",https://www.foxnews.com/politics/elizabeth-warrens-wealth-tax-faces-constitutional-questions,1,Fox News,middle-class,0,Somewhat factual but also opinionated,[],bTWQAvFnRnxMbbuToaCgSV,35
"After Steve King’s offensive implication that white people own Western civilization, Chris Hayes predictably responded with an idiotic remark about Western civilization giving us Hitler.",https://thefederalist.com/2016/08/29/white-pride-creepy-black-pride-isnt/,1,Federalist,white-nationalism,0,Somewhat factual but also opinionated,"['offensive', 'idiotic', 'predictably']",zaW2xr6uUwhAMmN8Hhq6BE,25
"They are, she believes, the Founding Fathers' insurance policy against tyranny – the safeguard for every other right spelled out in the U.S. Constitution",https://eu.usatoday.com/story/news/nation/2020/02/18/how-kentucky-counties-adopted-second-amendment-resolutions-oppose-gun-laws/4777264002/,0,USA Today,gun-control,2,Entirely factual,[],ygaCNCvT9JrTy6k2tPTPQ3,24
The U.S. House of Representatives on Tuesday approved a $1.4 trillion spending package to avert a partial government shutdown that also would raise the U.S. tobacco purchasing age to 21 and permanently repeal several of the Affordable Care Act’s (ACA) taxes.,https://www.reuters.com/article/us-usa-budget-congress/house-approves-1-4-trillion-spending-deal-to-avert-shutdown-sends-to-senate-idUSKBN1YL2AK?feedType=RSS&feedName=topNews,0,Reuters,taxes,2,Entirely factual,[],8yAMBcekKtfckyiZdLCzSa,41
"Spencer speculated that the media may be ""soulless golem,"" a reference to magically animated beings from Jewish folklore.",https://www.nbcnews.com/politics/white-house/white-nationalist-alt-righter-claims-hail-trump-comments-were-ironic-n687021,1,MSNBC,white-nationalism,1,Somewhat factual but also opinionated,['speculated'],SvifCxY3eZjZSTRGzaFcXB,18
"China’s economy has been slowing since last year as the trade war with the United States took a toll on factory activity, exports and domestic demand, suggesting that a spate of stimulus measures - including tax cuts and easier lending rules - have yet to have a notable effect on overall growth.",https://www.reuters.com/article/us-china-economy-gdp-instantview/instant-view-china-second-quarter-gdp-rises-6-2-year-on-year-slowest-in-at-least-27-years-idUSKCN1UA03Y?feedType=RSS&feedName=topNews,0,Reuters,taxes,2,Entirely factual,[],LkVzyrGxNgMXXN6nRAcD7w,52
"According to Lauren Copeland (a political science professor at Baldwin Wallace University in Ohio and another person who worked on the Great Lakes Poll), public support for Obamacare has continued to grow.",https://www.alternet.org/2020/02/new-report-reveals-trumps-greatest-vulnerability-in-key-rust-belt-states-his-challenge-is-formidable/,0,Alternet,universal health care,1,Entirely factual,[],MDVtDXsGYZKREadeAfeVSS,32
"The documents, which were published in full on NRA Watch, a new database launched by the advocacy group Everytown for Gun Safety, allege that LaPierre has grown ""preoccupied with going to jail."" ",https://feeds.feedblitz.com/~/622895330/0/alternet_all~Court-filings-show-the-NRA-is-in-shambles-%e2%80%94-and-Wayne-LaPierre-hopes-his-lawyer-can-%e2%80%98keep-him-out-of-jail%e2%80%99/,0,Alternet,gun control,1,Entirely factual,['allege'],BKWHXfmHrzVJWpCUWxVqqH,32
"Police made scores of arrests at Friday’s massive demonstration in Brooklyn, loading cuffed protesters onto city buses lined up on Atlantic Avenue, shutting down a major thoroughfare.",https://www.reuters.com/article/us-minneapolis-police-protests-factbox-idCAKBN2352VY?taid=5ed23930842569000110ba53&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,1,Reuters,black lives matter,2,Entirely factual,[],k5XWNoRLVVbFnCxuSqjL2w,27
"Last week, black transgender woman Iyanna Dior was beaten by a mob at a gas station in Minneapolis, and video of the attack has gone viral online with millions of viewers.",https://www.reuters.com/article/us-usa-lgbt-transgender-trfn/calls-to-support-black-trans-women-rise-amid-u-s-protests-idUSKBN23F30A?rpc=401&,0,Reuters,black lives matter,2,Entirely factual,['mob'],B9dfXAz8ou6zwd8GDpsSjb,31
"But even if there was a president in the Oval Office who took the issue seriously, there’s still a do-nothing Senate to contend with.",http://www.msnbc.com/rachel-maddow-show/the-house-passed-background-check-bill-awaits-gop-action,1,MSNBC,gun-control,1,Expresses writer’s opinion,['do-nothing'],zGBVaj3F9eSwohoxFxhAch,24
"The Virginia Senate late on Thursday passed bills to require background checks on all firearms sales, limit handgun purchases to one a month, and restore local governments’ right to ban weapons from public buildings and other venues.",https://www.reuters.com/article/us-usa-guns-rally/angered-by-weapons-ban-organizers-urge-thousands-to-attend-virginia-gun-rally-idUSKBN1ZH09W?feedType=RSS&feedName=topNews,0,Reuters,gun control,2,Entirely factual,[],qwSqsnEi3Frfd4e7fsPczx,37
"U.S. specialty healthcare benefits manager eviCore is exploring a sale of the company or an initial public offering, hoping for a valuation of more than $4 billion, including debt, people familiar with the matter said on Thursday.",https://www.reuters.com/article/us-evicore-healthcare-m-a-idUSKBN1802S2,0,Reuters,universal health care,2,Entirely factual,[],qZp4stDYnmshDrx5q53vmo,37
"Take, for example, the four reliably liberal Supreme Court justices, all of whom believe it’s OK to compel Americans to pay dues to political organizations they disagree with, to coerce them to say things they abhor, and to compel them to create things that undermine their principles.",https://thefederalist.com/2018/06/27/was-gorsuch-worth-a-trump-presidency-its-starting-to-look-that-way/,1,Federalist,trump-presidency,0,Expresses writer’s opinion,['coerce'],hscuL9wHHQJ66rKLP9PdMH,47
"And rather than falter or die of old age, the expansion has continued through Trump’s first three years in office, giving him a trump card in the campaign to win a second term in November.",https://www.breitbart.com/news/trumps-election-trump-card-a-healthy-economy/,1,Breitbart,taxes,0,Somewhat factual but also opinionated,"['trump', 'card']",TNMpMRKVk9Buf9pVRKGdgy,35
"Former Vice President Al Gore turned up the rhetorical heat during a conference in Atlanta on Thursday, where he warned that climate change could bring about the end of civilization.",https://www.foxnews.com/politics/al-gore-says-climate-change-can-bring-about-the-end-of-civilization-during-talk-in-atlanta-report,1,Fox News,environment,0,Somewhat factual but also opinionated,"['rhetorical', 'heat']",hqyS7j4p5ExLNHo7EUaTyU,30
"Rather than reducing federal subsidies to universities and placing the leftist institutions at the mercy of the free market, Obama wants to increase the amount students can borrow with interest from the government.",https://www.breitbart.com/politics/2015/03/10/obama-considers-allowing-student-loans-to-be-wiped-out-in-bankruptcy/,1,Breitbart,student-debt,0,Somewhat factual but also opinionated,"['mercy', 'leftist']",6E9dWTGozTihBXQSY86xGe,33
"Ever since Democratic presidential candidate Sen. Elizabeth Warren (D-Mass.) revealed her plan to forgive student debt and make public universities free on Monday morning, the internet has been a carnival of bad faith, magical thinking and misinformation about the nature of college costs in the United States.",https://www.huffpost.com/entry/stop-feigning-ignorance-about-why-millennials-are-mad-about-student-debt_n_5cbf270be4b0f7a84a755c47,1,HuffPost,student-debt,1,No agreement,"['carnival', 'of', 'bad', 'faith', 'magical']",afd9DmEvyb62qdzYN5gGGD,47
"Nearly two-thirds of voters think President Donald Trump will be reelected in November, a CBS News poll released Sunday found. ",https://eu.usatoday.com/story/news/politics/elections/2020/02/23/poll-two-thirds-trump-will-win-reeelection/4850074002/,0,USA Today,elections-2020,2,Entirely factual,[],BrWMofpTT8kM68p2U9Wnj5,20
